&beta;2-Glycoprotein I (&beta;2-GPI) plasma levels			
Attention deficit hyperactivity disorder and conduct disorder	注意欠陥多動性障害(ADHD)と行為障害	Disease	NA
Attention deficit hyperactivity disorder motor coordination	注意欠陥多動性障害(ADHD)運動協調性	Disease	NA
Attention deficit hyperactivity disorder symptoms (interaction)	注意欠陥多動性障害(ADHD)の症状 (interaction)	Disease	NA
Autism	自閉症	Disease	NA
Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)			
Autism spectrum disorder-related traits			
Autism spectrum disorders (language delay)			
Autoimmune hepatitis type-1			
Axial length			
B cell non-Hodgkin lymphoma			
Barrett's esophagus	バレット食道	Disease	NA
Basal cell carcinoma			
Behavioural disinhibition (generation interaction)			
Behcet's disease	ベーチェット病	Disease	NA
Beta thalassemia/hemoglobin E disease	ベータサラセミア, ヘモグロビンＥ症	Disease	NA
Beta-2 microglubulin plasma levels			
Beta-trace protein levels			
Biliary atresia	胆道閉鎖症	Disease	NA
Bilirubin levels	ビリルビン濃度	Trait_med	NA
Bilirubin levels in extreme obesity			
Binge eating behaviour and bipolar disorder			
Binge eating behaviour in bipolar disorder			
Biochemical measures	生化学的測定	Trait_med	NA
Biomedical quantitative traits	生化学的量的形質	Trait_med	NA
Bipolar I disorder			
Bipolar disorder	双極性障害	Disease	NA
Bipolar disorder (Negative mood delusions)	双極性障害 (Negative mood delusions)	Disease	NA
Bipolar disorder (age of onset and psychotic symptoms)			
Bipolar disorder (body mass index interaction)			
Bipolar disorder (early onset)			
Bipolar disorder (mania)			
Bipolar disorder and major depressive disorder (combined)	双極性障害と大うつ病性障害 (combined)	Disease	NA
Bipolar disorder and schizophrenia	双極性障害と精神分裂病	Disease	NA
Bipolar disorder with mood-incongruent psychosis			
Birdshot chorioretinopathy			
Birth length			
Birth weight	出生時体重	Trait_easy	NA
Bitter taste perception			
Bitter taste response	苦味への応答	Trait_easy	NA
Black vs. blond hair color	黒髪vs.金髪	Trait_easy	NA
Black vs. red hair color	黒髪vs.赤毛	Trait_easy	NA
Bladder cancer	膀胱癌	Disease	NA
Bladder cancer (smoking interaction)			
Bleomycin sensitivity	ブレオマイシン感受性	Trait_med	NA
Blond vs. brown hair color	金髪vs.茶髪	Trait_easy	NA
Blood and toenail selenium levels			
Blood metabolite levels			
Blood metabolite ratios			
Blood pressure	血圧	Trait_easy	NA
Blood pressure (age interaction)			
Blood pressure (anthropometric measures interaction)			
Blood pressure (response to antihypertensive medication)			
Blood pressure (smoking interaction)			
Blood pressure measurement (cold pressor test)			
Blood pressure measurement (high sodium and potassium intervention)			
Blood pressure measurement (high sodium intervention)			
Blood pressure measurement (low sodium intervention)			
Blood pressure variability			
Blood trace element (Cu levels)			
Blood trace element (Se levels)			
Blood trace element (Zn levels)			
Blue vs. brown eyes	目の色(青色vs.茶色)	Trait_easy	NA
Blue vs. green eyes	目の色(青色vs.緑色)	Trait_easy	NA
Body mass (lean)	除脂肪体重(LBM)	Trait_easy	NA
Body mass in chronic obstructive pulmonary disease	慢性閉塞性肺疾患(COPD)における体重	Trait_med	NA
Body mass index	肥満指数(BMI)	Trait_easy	NA
Body mass index (change over time)			
Body mass index (education interaction)			
Body mass index (interaction)			
Body mass index (sex interaction)			
Body mass index and cholesterol (psychopharmacological treatment)	肥満指数(BMI)とコレステロール (精神薬理学治療)	Trait_med	NA
Body mass index and fat mass	肥満指数(BMI)と体脂肪量	Trait_easy	NA
Body mass index in asthmatics			
Body mass index in non-asthmatics			
Bone mineral density	骨密度	Trait_easy	NA
Bone mineral density (hip)	骨密度 (hip)	Trait_easy	NA
Bone mineral density (interaction)	骨密度 (interaction)	Trait_easy	NA
Bone mineral density (paediatric, lower limb)			
Bone mineral density (paediatric, skull)			
Bone mineral density (paediatric, total body less head)			
Bone mineral density (paediatric, upper limb)			
Bone mineral density (spine)	骨密度 (spine)	Trait_easy	NA
Bone mineral density (wrist)			
Bone properties (heel)			
Borderline personality disorder features			
Brachial circumference	上腕周囲長	Trait_easy	NA
Brain connectivity			
Brain cytoarchitecture			
Brain development	脳発生	Trait_med	NA
Brain imaging	脳画像診断	Trait_med	NA
Brain imaging in schizophrenia (interaction)	統合失調症における脳画像診断 (interaction)	Trait_med	NA
Brain lesion load	脳障害の負荷	Trait_med	NA
Brain structure	脳構造	Trait_med	NA
Brain structure (hippocampal volume)			
Brain structure (temporal lobe volume)			
Breast Cancer in BRCA1 mutation carriers			
Breast cancer	乳がん	Disease	NA
Breast cancer (early onset)			
Breast cancer (estrogen-receptor negative)			
Breast cancer (estrogen-receptor negative, progesterone-receptor negative, and human epidermal growth factor-receptor negative)			
Breast cancer (male)			
Breast cancer (menopausal hormone therapy interaction)			
Breast cancer (prognosis)	乳がん (予後)	Disease	NA
Breast cancer (survival)	乳がん (survival)	Disease	NA
Breast cancer in BRCA2 mutation carriers			
Breast size	胸の大きさ	Trait_easy	NA
Bronchodilator response in asthma (inhaled corticosteroid treatment interaction)			
Bronchopulmonary dysplasia	気管支肺異形成症(BPD)	Disease	NA
Brugada syndrome			
Bulimia nervosa			
Burning and freckling	日焼けとそばかすの発生	Trait_easy	NA
Butyrylcholinesterase levels	ブチリルコリンエステラーゼ濃度	Trait_med	NA
C-reactive protein	C反応性タンパク質(CRP)	Trait_med	NA
C-reactive protein and white blood cell count	C反応性タンパク質(CRP)と白血球数	Trait_med	NA
C-reactive protein levels			
C4b binding protein levels	C4b結合タンパク質濃度	Trait_med	NA
CD4:CD8 lymphocyte ratio	CD4-CD8リンパ球比	Trait_med	NA
CYP3A4 enzyme activity	CYP3A4酵素活性	Trait_med	NA
Caffeine consumption	カフェイン消費	Trait_easy	NA
Calcium levels	カルシウム濃度	Trait_easy	NA
Callous-unemotional behaviour			
Cannabis dependence	大麻依存	Disease	NA
Cannabis use (initiation)			
Capecitabine sensitivity	カペシタビン感受性	Trait_med	NA
Cardiac Troponin-T levels			
Cardiac hypertrophy	心臓肥大	Disease	NA
Cardiac muscle measurement			
Cardiac repolarization	心臓の再分極	Disease	NA
Cardiac structure and function	心臓の構造と機能	Trait_med	NA
Cardiovascular disease risk factors	心血管疾患(CVD)危険因子	Trait_med	NA
Cardiovascular event reduction in the elderly at risk for vascular disease (statin therapy interaction)			
Cardiovascular heart disease in diabetics			
Carotenoid and tocopherol levels	カロチノイドとトコフェロール濃度	Trait_med	NA
Carotid atherosclerosis in HIV infection	HIV感染症における頸動脈硬化症	Disease	NA
Carotid intima media thickness	頸動脈の内膜中膜複合体厚(IMT)	Trait_med	NA
Carotid plaque burden (smoking interaction)			
Cataracts in type 2 diabetes	2型糖尿病性白内障	Disease	NA
Caudate nucleus volume	尾状核の体積	Trait_med	NA
Celiac disease	セリアック病	Disease	NA
Celiac disease or Rheumatoid arthritis			
Central corneal thickness	中心角膜厚	Trait_med	NA
Cerebral amyloid angiopathy			
Cerebrospinal AB1-42 levels			
Cerebrospinal AB1-42 levels in Alzheimer's disease dementia			
Cerebrospinal P-tau181p levels			
Cerebrospinal T-tau levels			
Cerebrospinal fluid levels of Alzheimer's disease-related proteins			
Cerivastatin-induced rhabdomyolysis			
Cervical artery dissection			
Cervical cancer			
Chagas cardiomyopathy in Tripanosoma cruzi seropositivity			
Chemerin levels	ケマリン濃度	Trait_med	NA
Chemotherapeutic susceptibility	化学療法感受性	Trait_med	NA
Cholelithiasis-related traits in sickle cell anemia	鎌状赤血球貧血における胆石症関連形質	Trait_med	NA
Cholesterol	コレステロール	Trait_med	NA
Cholesterol and Triglycerides			
Cholesterol, total	コレステロール総量	Trait_med	NA
Chronic bronchitis and chronic obstructive pulmonary disease			
Chronic bronchitis in chronic obstructive pulmonary disease			
Chronic fatigue syndrome	慢性疲労症候群(CFS)	Disease	NA
Chronic hepatitis B infection			
Chronic hepatitis C infection			
Chronic kidney disease	慢性腎疾患(CKD)	Disease	NA
Chronic kidney disease and serum creatinine levels	慢性腎疾患(CKD)と血清クレアチニン濃度	Trait_med	NA
Chronic lymphocytic leukemia	慢性リンパ性白血病(CLL)	Disease	NA
Chronic mucus hypersecretion			
Chronic mucus hypersecretion in chronic obstructive pulmonary disease			
Chronic myeloid leukemia	慢性骨髄性白血病	Disease	NA
Chronic obstructive pulmonary disease	慢性閉塞性肺疾患(COPD)	Disease	NA
Chronic obstructive pulmonary disease (moderate to severe)			
Chronic obstructive pulmonary disease (severe)			
Chronic obstructive pulmonary disease-related biomarkers			
Chronic periodontitis			
Circulating cell-free DNA	循環細胞フリーDNA, セルフリーDNA(ccfDNA)	Trait_med	NA
Circulating myeloperoxidase levels (plasma)			
Circulating myeloperoxidase levels (serum)			
Circulating phylloquinone levels			
Circulating vasoactive peptide levels			
Cleft lip	口唇裂	Disease	NA
Cleft plate (environmental tobacco smoke interaction)			
Clozapine-induced agranulocytosis			
Clubfoot			
Coagulation factor levels	凝固因子濃度	Trait_med	NA
Cocaine dependence			
Coffee consumption	コーヒーの消費	Trait_easy	NA
Coffee consumption (cups per day)			
Cognitive ability	認知能力	Trait_med	NA
Cognitive decline	認知低下	Trait_med	NA
Cognitive decline (age-related)			
Cognitive function	認知機能	Trait_med	NA
Cognitive performance	認知パフォーマンス	Trait_med	NA
Cognitive test performance	認知機能テストのパフォーマンス	Trait_med	NA
Colorectal adenoma (advanced)			
Colorectal cancer	大腸がん	Disease	NA
Colorectal cancer (calcium intake interaction)			
Colorectal cancer (diet interaction)			
Colorectal cancer (interaction)			
Common traits (Other)	Common traits (Other)	NA	NA
Common variable immunodeficiency	分類不能型免疫不全	Disease	NA
Complement C3 and C4 levels	血清補体C3とC4の濃度	Trait_med	NA
Comprehensive strength and appendicular lean mass	圧縮強度と四肢筋肉量低下?	Trait_med	NA
Conduct disorder			
Conduct disorder (interaction)	行動障害 (interaction)	Disease	NA
Conduct disorder (symptom count)	行動障害 (symptom count)	Disease	NA
Confectionary intake			
Congenital heart disease			
Congenital heart malformation			
Congenital left-sided heart lesions			
Congenital left-sided heart lesions (maternal effect)			
Conotruncal heart defects			
Contrast sensitivity			
Corneal astigmatism	角膜乱視	Disease	NA
Corneal curvature	角膜曲率	Trait_med	NA
Corneal structure	角膜構造	Trait_med	NA
Coronary arterial lesions in patients with Kawasaki disease			
Coronary artery calcification	冠動脈石灰化	Disease	NA
Coronary artery calcification (smoking interaction)			
Coronary artery disease			
Coronary artery disease or ischemic stroke			
Coronary artery disease or large artery stroke			
Coronary artery disease-related phenotypes			
Coronary heart disease	冠(状)動脈(性心)疾患	Disease	NA
Coronary heart disease event reduction in response to statin therapy (interaction)			
Coronary heart disease in familial hypercholesterolemia			
Coronary restenosis	冠(状)動脈再狭窄	Disease	NA
Coronary spasm	冠動脈れん縮	Disease	NA
Cortical structure (interaction)			
Cortical thickness	皮質厚	Trait_med	NA
Cortisol levels			
Cortisol secretion	コルチゾールの分泌	Trait_med	NA
Cotinine glucuronidation			
Creatine kinase in statin users			
Creatinine levels	クレアチニン濃度	Trait_med	NA
Creutzfeldt-Jakob disease	クロイツフェルト・ヤコブ病	Disease	NA
Creutzfeldt-Jakob disease (variant)	クロイツフェルト・ヤコブ病 (variant)	Disease	NA
Crohn's disease	クローン病	Disease	NA
Crohn's disease (need for surgery)			
Crohn's disease (time to surgery)			
Crohn's disease and celiac disease	クローン病と小児脂肪便症(セリアック病)	Disease	NA
Crohn's disease and psoriasis	クローン病と乾癬	Disease	NA
Crohn's disease and sarcoidosis (combined)	クローン病とサルコイドーシス(類肉腫症) (combined)	Disease	NA
Crohn's disease-related phenotypes			
Current cigarettes per day in chronic obstructive pulmonary disease			
Cutaneous nevi	皮膚性の母斑症	Disease	NA
Cystatin C	シスタチンC	Trait_med	NA
Cystic fibrosis (meconium ileus)			
Cystic fibrosis severity	嚢胞性繊維症の重症度	Disease	NA
Cystic fibrosis-related diabetes			
Cytomegalovirus antibody response	サイトメガロウイルス抗体反応	Trait_med	NA
D-dimer levels	Dダイマー濃度	Trait_med	NA
DNA methylation (parent-of-origin)			
DNA methylation (variation)			
Dehydroepiandrosterone sulphate levels	デヒドロエアピンドロステロン硫酸塩濃度	Trait_med	NA
Delayed encephalopathy in acute carbon monoxide poisoning			
Dementia and core Alzheimer's disease neuropathologic changes			
Dengue shock syndrome			
Dental caries	う蝕(虫歯)	Disease	NA
Depression (age of onset)	うつ病 (age of onset)	Disease	NA
Depression (quantitative trait)	うつ病 (quantitative trait)	Disease	NA
Depression and alcohol dependence	うつ病とアルコール依存	Disease	NA
Dermatomyositis			
Diabetes (gestational)	糖尿病 (gestational)	Disease	NA
Diabetes (incident)	糖尿病 (incident)	Disease	NA
Diabetes related insulin traits	糖尿病関連のインシュリン形質	Trait_med	NA
Diabetic nephropathy in type 1 diabetes			
Diabetic retinopathy			
Diabetic retinopathy in type 2 diabetes			
Dialysis-related mortality	透析関連の死亡率	Trait_med	NA
Diastolic blood pressure	拡張期血圧 (最低血圧)	Trait_easy	NA
Diastolic blood pressure (alcohol consumption interaction)			
Dietary macronutrient intake			
Diffuse large B cell lymphoma			
Digestive system disease (Barrett's esophagus and esophageal adenocarcinoma combined)			
Digit length ratio	指の長さの比	Trait_easy	NA
Dilated cardiomyopathy	拡張型心筋症	Disease	NA
Disc degeneration (lumbar)	腰椎椎間板変性	Disease	NA
Drinking behavior	飲水行動	Trait_med	NA
Drug-induced Stevens-Johnson syndrome or toxic epidermal necrolysis (SJS/TEN)			
Drug-induced liver injury			
Drug-induced liver injury (amoxicillin-clavulanate)	薬物性肝障害 (amoxicillin-clavulanate)	Disease	NA
Drug-induced liver injury (flucloxacillin)	薬物性肝障害 (flucloxacillin)	Disease	NA
Drug-induced torsades de pointes			
Duodenal ulcer			
Dupuytren's disease	デュピュイトラン病	Disease	NA
E-selectin levels	Eセレクチン濃度	Trait_med	NA
Eating disorders	摂食障害	Disease	NA
Eating disorders (purging via substances)			
Echocardiographic traits	心エコーの特徴	Trait_med	NA
Economic and political preferences	経済的・政治的な選択(好み)	Trait_easy	NA
Economic and political preferences (environmentalism)	経済的・政治的な選択(好み) (environmentalism)	Trait_easy	NA
Economic and political preferences (fairness)	経済的・政治的な選択(好み) (fairness)	Trait_easy	NA
Economic and political preferences (feminism/equality)	経済的・政治的な選択(好み) (feminism/equality)	Trait_easy	NA
Economic and political preferences (immigration/crime)	経済的・政治的な選択(好み) (immigration/crime)	Trait_easy	NA
Economic and political preferences (time)	経済的・政治的な選択(好み) (time)	Trait_easy	NA
Educational attainment	学歴	Trait_easy	NA
Ejection fraction in Tripanosoma cruzi seropositivity			
Electrocardiographic conduction measures	心電図の伝導測定?	Trait_med	NA
Electrocardiographic traits	心電図の特徴	Trait_med	NA
Electrodermal activity			
Electroencephalogram traits	脳波図の特徴	Trait_med	NA
Electroencephalographic traits in alcoholism	アルコール依存症における脳波図の特徴	Trait_med	NA
Elevated serum carcinoembryonic antigen levels			
Emphysema-related traits	肺気腫関連の形質	Trait_med	NA
End-stage coagulation			
End-stage renal disease	末期腎不全	Disease	NA
End-stage renal disease (non-diabetic)	末期腎不全 (non-diabetic)	Disease	NA
End-stage renal disease in Type 1 diabetics			
End-stage renal disease or diabetic nephropathy in type 1 diabetes			
Endometrial cancer	子宮内膜がん	Disease	Female
Endometriosis	子宮内膜症	Disease	Female
Endothelial function traits	内皮機能の形質	Trait_med	NA
Enteric fever			
Entorhinal cortical thickness	嗅内皮質の厚み	Trait_med	NA
Environmental confusion in the home	家における環境の乱雑さ?	Trait_easy	NA
Eosinophil counts	好酸球の数	Trait_med	NA
Eosinophilic esophagitis			
Eosinophilic esophagitis (pediatric)	好酸球性食道炎 (pediatric)	Disease	NA
Epilepsy	てんかん	Disease	NA
Epilepsy (generalized)	てんかん (generalized)	Disease	NA
Epilepsy (remission after treatment)			
Epirubicin-induced leukopenia			
Episodic memory	エピソード記憶	Trait_med	NA
Epithelial ovarian cancer			
Epstein-Barr virus immune response (EBNA-1)			
Erectile dysfunction and prostate cancer treatment	勃起不全と前立腺癌治療	Disease	Male
Erectile dysfunction in type 1 diabetes			
Erythema nodosum in inflammatory bowel disease			
Erythrocyte sedimentation rate	赤血球沈降速度	Trait_med	NA
Esophageal adenocarcinoma			
Esophageal cancer	食道がん	Disease	NA
Esophageal cancer  (alcohol interaction)	食道がん  (alcohol interaction)	Disease	NA
Esophageal cancer (squamous cell)	食道がん (squamous cell)	Disease	NA
Esophageal cancer and gastric cancer	食道がんと胃がん	Disease	NA
Esophageal squamous cell cancer (length of survival)			
Esophageal squamous cell carcinoma			
Essential tremor	特発性振戦	Disease	NA
Estradiol levels	エストラジオール濃度	Trait_med	NA
Estradiol plasma levels (breast cancer)			
Event-related brain oscillations	事象関連脳波振動	Trait_med	NA
Ewing sarcoma	ユーイング肉腫	Disease	NA
Exercise (leisure time)	余暇における運動	Trait_easy	NA
Exercise treadmill test traits	トレッドミル運動負荷試験における特性	Trait_med	NA
Exfoliation glaucoma or exfoliation syndrome			
Exhaled carbon monoxide levels			
Expressive vocabulary in infants			
Eye color	眼色	Trait_easy	NA
Eye color traits	眼色形質	Trait_easy	NA
F-cell distribution	F細胞の分布	Trait_med	NA
Facial morphology	顔の形態	Trait_med	NA
Factor VII	第VII因子(血清プロトロンビン転化促進因子)	Trait_med	NA
Factor XI	第XI因子(血漿トロンボプラスチン前駆物質)	Trait_med	NA
Fasting glucose-related traits	空腹時血糖関連形質	Trait_med	NA
Fasting glucose-related traits (interaction with BMI)	空腹時血糖関連形質 (BMIとの相互作用)	Trait_med	NA
Fasting insulin (interaction)			
Fasting insulin-related traits	空腹時インシュリン関連形質	Trait_med	NA
Fasting insulin-related traits (interaction with BMI)	空腹時インシュリン関連形質 (BMIとの相互作用)	Trait_med	NA
Fasting plasma glucose	空腹時血糖値	Trait_med	NA
Fasting plasma glucose (childhood)			
Fat body mass			
Fat distribution (HIV)			
Fat intake			
Febrile seizures			
Febrile seizures (MMR vaccine-related)			
Febrile seizures (MMR vaccine-unrelated)			
Femoral neck bone geometry	大腿骨頸部の骨形状	Trait_med	NA
Femoral neck bone geometry and menarche (age at onset)			
Fetal hemoglobin levels	胎児性ヘモグロビン濃度	Trait_med	NA
Fetal hemoglobin levels in sickle cell anemia			
Fibrinogen	フィブリノーゲン	Trait_med	NA
Fibromyalgia			
Fluorouracil treatment response in colorectal cancer	大腸がんにおけるフルオロウラシル投与への応答	Trait_med	NA
Folate pathway vitamin levels	葉酸パスウェイにおけるビタミン濃度?	Trait_med	NA
Follicular lymphoma	濾胞性リンパ腫	Disease	NA
Follicule stimulating hormone			
Food antigen IgG levels			
Forced expiratory volume in 1 second			
Forced vital capacity			
Formal thought disorder in schizophrenia	精神分裂病における思考障害	Disease	NA
Fractional exhaled nitric oxide (childhood)			
Fractional exhaled nitric oxide levels			
Fracture-related traits	骨折関連形質	Trait_med	NA
Fractures (vertebral)			
Freckles	そばかす(Freckles)	Trait_easy	NA
Freckling	そばかす(Freckling)	Trait_easy	NA
Free thyroxine concentration			
Frontotemporal dementia			
Frontotemporal lobar degeneration	前頭側頭葉変性症	Disease	NA
